SurveyID,DetectionRecID,Year,SurvDate,Round,Time,PointID,Species,BearOrig,DistOrig,Bearing,Distance,DistanceAid,MIN1,MIN2,MIN3,MIN4,MIN5,MIN6,MIN7,MIN8,MIN9,MIN10,MIN11,OutTimeOrig,OutTargetOrig,PreviousOrig,OutsideTime,OutTimeONLY,OutTarget,Previous,SurvCount,Notes,DataCheck,DataNotes
97,3497,2015,6/10/2015,2,PM,REC7,RNGR,176,400,176,400,0,0,0,0,0,0,0,0,0,0,0,0,v,N,N,Y,Y,N,N,1,Back by WCS on way to point,,
97,3498,2015,6/10/2015,2,PM,REC7,AMBI,116,25,116,25,0,pl,0,pl,pl,pl,0,pl,pl,0,pl,0,N,N,N,N,N,N,N,1,none,,
98,3499,2015,6/10/2015,2,PM,REC8,AMBI,129,25,129,25,0,pl,0,0,0,0,0,pl,0,0,0,0,N,N,N,N,N,N,N,1,none,,
98,3500,2015,6/10/2015,2,PM,REC8,AMBI,191,10,191,10,0,pl,pl,pl,pl,pl,pl,0,pl,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
98,3501,2015,6/10/2015,2,PM,REC8,AMBI,344,20,344,20,0,pl,pl,pl,pl,0,pl,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
98,3502,2015,6/10/2015,2,PM,REC8,VIRA,336,40,336,40,0,0,0,0,0,0,G,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
99,3503,2015,6/10/2015,2,PM,RWS12,AMBI,47,100,47,100,1,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
100,3504,2015,6/10/2015,2,PM,RWS11,AMBI,350,50,350,50,1,pl,0,pl,pl,pl,pl,pl,0,pl,pl,0,N,N,N,N,N,N,N,1,none,,
100,3505,2015,6/10/2015,2,PM,RWS11,AMBI,20,100,20,100,0,0,0,pl,0,pl,pl,pl,pl,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
100,3506,2015,6/10/2015,2,PM,RWS11,AMBI,20,100,20,100,0,0,0,pl,0,pl,pl,pl,pl,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
100,3507,2015,6/10/2015,2,PM,RWS11,VIRA,31,30,31,30,1,0,0,0,0,0,0,0,0,0,G,0,N,N,N,N,N,N,N,1,none,,
101,3508,2015,6/10/2015,2,PM,RWC10,AMBI,38,100,38,100,0,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
101,3509,2015,6/10/2015,2,PM,RWC10,AMBI,38,100,38,100,0,0,pl,pl,pl,pl,pl,pl,0,0,0,0,N,N,N,N,N,N,N,1,none,,
101,3510,2015,6/10/2015,2,PM,RWC10,AMBI,14,50,14,50,1,0,pl,pl,0,pl,pl,pl,pl,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
101,3511,2015,6/10/2015,2,PM,RWC10,AMBI,326,150,326,150,0,0,0,pl,pl,pl,0,pl,pl,pl,pl,0,N,N,N,N,N,N,N,1,none,,
101,3512,2015,6/10/2015,2,PM,RWC10,AMBI,326,150,326,150,0,0,0,0,0,0,0,pl,0,0,pl,0,N,N,N,N,N,N,N,1,none,,
102,3513,2015,6/10/2015,2,PM,RWC9,AMBI,NA,200,NA,200,0,0,0,0,0,0,0,0,0,0,0,pl,N,N,N,N,N,N,N,1,"Heard only 1 plunk, unsure of direction",,
103,3514,2015,6/11/2015,2,AM,BLS1,SORA,65,35,65,35,0,0,wh,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
103,3515,2015,6/11/2015,2,AM,BLS1,SORA,92,35,92,35,0,0,0,0,0,0,0,0,wh,wh,0,0,N,N,N,N,N,N,N,1,none,,
103,3516,2015,6/11/2015,2,AM,BLS1,BLTE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,v,0,0,N,N,N,N,N,N,N,1,none,,
103,3517,2015,6/11/2015,2,AM,BLS1,BLTE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,v,0,0,N,N,N,N,N,N,N,1,none,,
103,3518,2015,6/11/2015,2,AM,BLS1,BLTE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,v,0,0,N,N,N,N,N,N,N,1,none,,
103,3519,2015,6/11/2015,2,AM,BLS1,BLTE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,v,0,0,N,N,N,N,N,N,N,1,none,,
103,3520,2015,6/11/2015,2,AM,BLS1,SORA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,wh,N,N,Y,Y,N,N,1,detected 2 SORA wh on way out,,
103,3521,2015,6/11/2015,2,AM,BLS1,SORA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,wh,N,N,Y,Y,N,N,1,detected 2 SORA wh on way out,,
104,3522,2015,6/11/2015,2,AM,BLS2,SORA,328,45,328,45,0,0,wh,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
104,3523,2015,6/11/2015,2,AM,BLS2,SORA,355,45,355,45,0,0,wh,0,0,0,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,none,,
104,3524,2015,6/11/2015,2,AM,BLS2,SORA,24,30,24,30,0,0,0,0,wh,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
104,3525,2015,6/11/2015,2,AM,BLS2,LEBI,130,30,130,30,0,0,0,0,coo,0,0,0,0,coo,0,coo,N,N,N,N,N,N,N,1,none,,
104,3526,2015,6/11/2015,2,AM,BLS2,SORA,84,9,84,9,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,Y,N,N,1,none,,
104,3527,2015,6/11/2015,2,AM,BLS2,SORA,78,50,78,50,0,0,0,0,0,0,0,0,0,0,0,wh,N,N,N,N,N,N,N,1,none,,
105,3528,2015,6/11/2015,2,AM,BLC3,LEBI,202,20,202,20,0,coo,0,0,coo,0,coo,0,coo,0,coo,0,N,N,N,N,N,N,N,1,none,,
105,3529,2015,6/11/2015,2,AM,BLC3,WISN,NA,NA,NA,NA,NA,w,w,0,0,0,0,w,0,0,0,0,N,N,N,N,N,N,N,1,none,,
105,3530,2015,6/11/2015,2,AM,BLC3,SORA,344,60,344,60,0,0,0,0,0,0,0,0,0,0,0,0,wh,N,N,Y,Y,N,N,1,none,,
105,3531,2015,6/11/2015,2,AM,BLC3,SORA,20,50,20,50,0,0,0,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
105,3532,2015,6/11/2015,2,AM,BLC3,SORA,38,10,38,10,0,0,0,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
105,3533,2015,6/11/2015,2,AM,BLC3,SORA,214,15,214,15,0,0,0,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
106,3534,2015,6/11/2015,2,AM,BLC4,VIRA,92,10,92,10,0,0,0,0,0,0,G,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
106,3535,2015,6/11/2015,2,AM,BLC4,LEBI,324,30,324,30,0,0,coo,0,coo,0,coo,coo,coo,0,coo,coo,N,N,N,N,N,N,N,1,none,,
106,3536,2015,6/11/2015,2,AM,BLC4,WISN,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,Y,NA,NA,1,none,,
106,3537,2015,6/11/2015,2,AM,BLC4,WISN,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,Y,NA,NA,1,none,,
107,3538,2015,6/12/2015,2,AM,PBS8,SORA,70,10,70,10,0,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,Flushed into typha near truck,,
107,3539,2015,6/12/2015,2,AM,PBS8,AMBI,324,15,324,15,0,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
107,3540,2015,6/12/2015,2,AM,PBS8,BLTE,NA,NA,NA,NA,0,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,5 birds,,
107,3541,2015,6/12/2015,2,AM,PBS8,BLTE,NA,NA,NA,NA,0,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,5 birds,,
107,3542,2015,6/12/2015,2,AM,PBS8,BLTE,NA,NA,NA,NA,0,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,5 birds,,
107,3543,2015,6/12/2015,2,AM,PBS8,BLTE,NA,NA,NA,NA,0,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,5 birds,,
107,3544,2015,6/12/2015,2,AM,PBS8,BLTE,NA,NA,NA,NA,0,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,5 birds,,
107,3545,2015,6/12/2015,2,AM,PBS8,LEBI,288,20,288,20,0,0,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,N,N,N,N,N,N,N,1,none,,
107,3546,2015,6/12/2015,2,AM,PBS8,LEBI,263,30,263,30,0,0,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,N,N,N,N,N,N,N,1,none,,
107,3547,2015,6/12/2015,2,AM,PBS8,LEBI,147,30,147,30,0,0,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,N,N,N,N,N,N,N,1,none,,
107,3548,2015,6/12/2015,2,AM,PBS8,SORA,204,35,204,35,0,0,0,0,0,0,wh,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
108,3549,2015,6/12/2015,2,AM,PBS7,SORA,64,5,64,5,0,wh,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
108,3550,2015,6/12/2015,2,AM,PBS7,AMBI,160,15,160,15,0,pl,0,pl,pl,0,pl,pl,0,pl,pl,pl,N,N,N,N,N,N,N,1,none,,
108,3551,2015,6/12/2015,2,AM,PBS7,LEBI,168,30,168,30,0,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,N,N,N,N,N,N,N,1,none,,
108,3552,2015,6/12/2015,2,AM,PBS7,LEBI,174,30,174,30,0,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,N,N,N,N,N,N,N,1,none,,
108,3553,2015,6/12/2015,2,AM,PBS7,LEBI,198,45,198,45,0,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,N,N,N,N,N,N,N,1,none,,
108,3554,2015,6/12/2015,2,AM,PBS7,SORA,142,65,142,65,0,0,0,0,0,wh,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
108,3555,2015,6/12/2015,2,AM,PBS7,SORA,55,50,55,50,0,0,0,0,0,wh,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
108,3556,2015,6/12/2015,2,AM,PBS7,BLTE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,Y,N,N,1,none,,
108,3557,2015,6/12/2015,2,AM,PBS7,BLTE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,Y,N,N,1,none,,
110,3558,2015,6/12/2015,2,AM,PBS6,LEBI,0,20,0,20,0,0,coo,coo,coo,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
110,3559,2015,6/12/2015,2,AM,PBS6,SORA,91,50,91,50,0,0,0,0,0,wh,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
110,3560,2015,6/12/2015,2,AM,PBS6,SORA,30,40,30,40,0,0,0,0,0,0,0,0,0,0,wh,0,N,N,N,N,N,N,N,1,none,,
111,3561,2015,6/12/2015,2,AM,PBS5,VIRA,139,25,139,25,0,0,0,0,0,0,G,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
111,3562,2015,6/12/2015,2,AM,PBS5,SORA,101,100,101,100,0,0,0,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
111,3563,2015,6/12/2015,2,AM,PBS5,VIRA,72,60,72,60,0,0,0,0,0,0,0,0,G,0,0,0,N,N,N,N,N,N,N,1,none,,
112,3564,2015,6/12/2015,2,AM,PBC4,BLTE,94,150,94,150,0,v,v,v,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
112,3565,2015,6/12/2015,2,AM,PBC4,LEBI,90,30,90,30,0,0,coo,coo,coo,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
112,3566,2015,6/12/2015,2,AM,PBC4,SORA,138,20,138,20,0,0,0,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
112,3567,2015,6/12/2015,2,AM,PBC4,VIRA,158,150,158,150,0,0,0,0,0,0,0,0,G,0,0,0,N,N,N,N,N,N,N,1,none,,
113,3568,2015,6/12/2015,2,AM,PBC3,AMBI,150,25,150,25,0,0,pl,0,pl,pl,0,pl,0,pl,0,0,N,N,N,N,N,N,N,1,none,,
113,3569,2015,6/12/2015,2,AM,PBC3,AMBI,60,100,60,100,0,0,0,pl,0,0,0,0,0,pl,0,pl,N,N,N,N,N,N,N,1,none,,
113,3570,2015,6/12/2015,2,AM,PBC3,PBGR,96,100,96,100,0,ow,0,0,ow,0,0,0,0,ow,0,0,N,N,N,N,N,N,N,1,none,,
113,3571,2015,6/12/2015,2,AM,PBC3,SORA,30,50,30,50,0,0,0,0,0,0,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,none,,
113,3572,2015,6/12/2015,2,AM,PBC3,BLTE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,v,N,N,N,N,N,N,N,1,Flying,,
114,3573,2015,6/12/2015,2,AM,PBC2,AMBI,81,50,81,50,0,pl,0,pl,pl,0,pl,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
114,3574,2015,6/12/2015,2,AM,PBC2,AMBI,160,35,160,35,0,0,pl,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
114,3575,2015,6/12/2015,2,AM,PBC2,WISN,265,100,265,100,0,0,0,0,0,w,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
114,3576,2015,6/12/2015,2,AM,PBC2,SORA,64,100,64,100,0,0,0,0,0,wh,0,0,0,0,0,wh,N,N,N,N,N,N,N,1,none,,
114,3577,2015,6/12/2015,2,AM,PBC2,BLTE,NA,NA,NA,NA,0,0,0,0,0,v,v,v,v,v,v,0,N,N,N,N,N,N,N,1,none,,
114,3578,2015,6/12/2015,2,AM,PBC2,SORA,141,110,141,110,0,0,0,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
114,3579,2015,6/12/2015,2,AM,PBC2,VIRA,73,60,73,60,0,0,0,0,0,0,0,G,0,0,0,0,N,N,N,N,N,N,N,1,none,,
114,3580,2015,6/12/2015,2,AM,PBC2,SORA,52,70,52,70,0,0,0,0,0,0,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,none,,
114,3581,2015,6/12/2015,2,AM,PBC2,VIRA,177,55,177,55,0,0,0,0,0,0,0,0,0,G,0,0,N,N,N,N,N,N,N,1,none,,
114,3582,2015,6/12/2015,2,AM,PBC2,SORA,140,20,140,20,0,0,0,0,0,k,k,0,0,0,wh,0,N,N,N,N,N,N,N,1,none,,
114,3583,2015,6/12/2015,2,AM,PBC2,SORA,190,100,190,100,0,0,0,0,0,0,0,0,0,0,0,wh,N,N,N,N,N,N,N,1,none,,
115,3584,2015,6/12/2015,2,AM,PBC1,WISN,NA,NA,NA,NA,NA,w,w,w,w,w,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
115,3585,2015,6/12/2015,2,AM,PBC1,WISN,NA,NA,NA,NA,NA,w,w,w,w,w,w,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
115,3586,2015,6/12/2015,2,AM,PBC1,SORA,160,80,160,80,0,0,0,0,0,0,0,wh,0,0,0,0,N,N,N,N,N,N,N,1,none,,
116,3587,2015,6/13/2015,2,AM,MNS2,SORA,246,100,246,100,0,0,0,0,0,0,0,0,0,0,0,0,wh,N,N,Y,Y,N,N,1,before survey time,,
116,3588,2015,6/13/2015,2,AM,MNS2,WISN,NA,NA,NA,NA,0,w,0,0,tk,tk,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
116,3589,2015,6/13/2015,2,AM,MNS2,SORA,221,80,221,80,0,0,wh,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
116,3590,2015,6/13/2015,2,AM,MNS2,VIRA,279,35,279,35,0,0,0,G,0,0,0,0,0,G,0,0,N,N,N,N,N,N,N,1,none,,
116,3591,2015,6/13/2015,2,AM,MNS2,PBGR,198,180,198,180,0,0,0,0,0,0,0,ow,0,0,0,0,N,N,N,N,N,N,N,1,none,,
116,3592,2015,6/13/2015,2,AM,MNS2,SORA,210,120,210,120,0,0,0,0,0,0,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,none,,
116,3593,2015,6/13/2015,2,AM,MNS2,SORA,160,40,160,40,0,0,0,0,0,0,0,0,0,0,wh,0,N,N,N,N,N,N,N,1,none,,
117,3594,2015,6/13/2015,2,AM,MNS4,WISN,SE,?,45,NA,0,0,w,0,0,w,0,0,0,0,0,0,N,N,N,N,N,N,N,1,none,,
117,3595,2015,6/13/2015,2,AM,MNS4,WISN,NW,?,235,NA,0,0,0,0,0,w,0,0,w,0,0,w,N,N,N,N,N,N,N,1,none,,
117,3596,2015,6/13/2015,2,AM,MNS4,AMBI,156,100,156,100,0,0,0,0,0,0,0,0,pl,0,0,0,N,N,N,N,N,N,N,1,very quiet,,
118,3597,2015,6/13/2015,2,AM,MNC5,SORA,163,65,163,65,0,0,0,0,0,0,0,0,0,0,wh,0,N,N,N,N,N,N,N,1,none,,
119,3598,2015,6/13/2015,2,AM,MNC6,NO BIRDS DETECTED,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,Y,NA,NA,1,none,,
750,3599,2016,5/15/2016,1,AM,EPC1,AMBI,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,:00,0,0,pl,N,Y,Y,Y,N,Y,1,detected at entry to levee,,
750,3600,2016,5/15/2016,1,AM,EPC1,AMBI,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,:00,0,0,pl,N,N,Y,Y,N,N,1,detected at entry to levee,,
750,3601,2016,5/15/2016,1,AM,EPC1,LEBI,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,:00,0,0,coo,N,N,Y,Y,N,N,1,detected at entry to levee,,
750,3602,2016,5/15/2016,1,AM,EPC1,AMBI,92,40,92,40,0,pl,0,pl,pl,0,pl,pl,pl,pl,pl,0,N,N,N,N,N,N,N,1,,,
750,3603,2016,5/15/2016,1,AM,EPC1,AMBI,30,100,30,100,0,pl,pl,pl,pl,0,pl,pl,0,:00,0,0,N,N,N,N,N,N,N,1,,,
750,3604,2016,5/15/2016,1,AM,EPC1,SORA,75,70,75,70,0,wh,wh,0,0,0,0,0,0,:00,0,0,N,N,N,N,N,N,N,1,,,
750,3605,2016,5/15/2016,1,AM,EPC1,WISN,N,300,360,300,0,0,w,0,w,0,0,0,0,:00,0,0,N,N,N,N,N,N,N,1,,,
750,3606,2016,5/15/2016,1,AM,EPC1,AMBI,4,200,4,200,0,0,0,pl,pl,pl,0,pl,pl,:00,0,0,N,N,N,N,N,N,N,1,,,
750,3607,2016,5/15/2016,1,AM,EPC1,AMBI,156,130,156,130,0,0,0,0,0,pl,0,0,0,:00,0,0,N,N,N,N,N,N,N,1,,,
750,3608,2016,5/15/2016,1,AM,EPC1,SORA,138,90,138,90,1,0,0,0,0,0,wh,0,0,:00,0,0,N,N,N,N,N,N,N,1,,,
750,3609,2016,5/15/2016,1,AM,EPC1,SORA,138,90,138,90,1,0,0,0,0,0,wh,0,0,:00,0,0,N,N,N,N,N,N,N,1,,,
750,3610,2016,5/15/2016,1,AM,EPC1,PBGR,68,100,68,100,2,0,0,0,0,0,0,0,0,:00,0,ow,N,N,N,N,N,N,N,1,,,
750,3611,2016,5/15/2016,1,AM,EPC1,PBGR,350,200,350,200,2,0,0,0,0,0,0,0,0,0,0,0,ow,N,N,Y,Y,N,N,1,,,
750,3612,2016,5/15/2016,1,AM,EPC1,SORA,48,150,48,150,NA,0,0,0,0,0,0,0,0,0,0,0,wh,N,N,Y,Y,N,N,1,,,
751,3613,2016,5/15/2016,1,AM,EPC2,AMBI,62,200,62,200,0,pl,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
751,3614,2016,5/15/2016,1,AM,EPC2,SORA,16,200,16,200,0,0,wh,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
752,3615,2016,5/15/2016,1,AM,EPC3,WISN,N,50,360,50,0,0,w,w,0,0,0,0,tk,tk,0,0,N,Y,N,N,N,Y,N,1,,,
752,3616,2016,5/15/2016,1,AM,EPC3,PBGR,264,80,264,80,0,0,0,0,ow,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
752,3617,2016,5/15/2016,1,AM,EPC3,PBGR,140,100,140,100,0,0,0,0,ow,0,0,0,0,0,0,0,N,to S,N,N,N,Y,N,1,,,
752,3618,2016,5/15/2016,1,AM,EPC3,SORA,198,60,198,60,0,0,0,0,0,pw,0,0,0,pw,pw,0,N,to S,N,N,N,Y,N,1,,,
752,3619,2016,5/15/2016,1,AM,EPC3,VIRA,278,40,278,40,0,0,0,0,0,0,0,0,0,G,0,0,N,N,N,N,N,N,N,1,,,
753,3620,2016,5/15/2016,1,AM,EPS4,PBGR,250,128,250,128,1,0,0,0,0,ow,0,0,0,0,0,0,v,N,N,Y,N,N,N,1,saw between points,,
753,3621,2016,5/15/2016,1,AM,EPS4,WISN,N,NA,360,NA,NA,0,w,0,0,0,0,0,w,0,0,0,N,N,Y,N,N,N,Y,1,,,
753,3622,2016,5/15/2016,1,AM,EPS4,RNGR,234,150,234,150,2,0,0,0,0,0,0,0,0,1,pw,pw,N,N,N,N,N,N,N,1,,,
753,3623,2016,5/15/2016,1,AM,EPS4,VIRA,164,200,164,200,2,0,0,0,0,0,0,0,0,G,0,0,N,N,N,N,N,N,N,1,,,
754,3624,2016,5/15/2016,1,AM,EPS5,AMBI,238,150,238,150,0,0,pl,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
754,3625,2016,5/15/2016,1,AM,EPS5,PBGR,234,200,234,200,0,0,hy,ow,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
754,3626,2016,5/15/2016,1,AM,EPS5,AMBI,112,50,112,50,0,0,0,pl,pl,pl,pl,pl,0,0,0,0,N,N,N,N,N,N,N,1,,,
754,3627,2016,5/15/2016,1,AM,EPS5,SORA,129,100,129,100,0,0,0,wh,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
754,3628,2016,5/15/2016,1,AM,EPS5,WISN,N,200,360,200,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,Y,N,Y,1,,,
754,3629,2016,5/15/2016,1,AM,EPS5,SORA,174,100,174,100,1,0,0,0,0,0,0,0,0,wh,0,0,N,N,N,N,N,N,N,1,,,
754,3630,2016,5/15/2016,1,AM,EPS5,SORA,272,30,272,30,0,0,0,0,0,0,0,0,0,wh,0,0,N,Y,N,N,N,Y,N,1,,,
755,3631,2016,5/15/2016,1,AM,EPC6,SORA,95,35,95,35,1,0,0,0,0,0,wh,0,0,0,0,0,wh,N,N,Y,N,N,N,1,wh when I shut truck door!,,
755,3632,2016,5/15/2016,1,AM,EPC6,SORA,95,35,95,35,1,0,0,0,0,0,wh,0,wh,0,0,wh,wh,N,N,Y,N,N,N,1,wh when I shut truck door!,,
755,3633,2016,5/15/2016,1,AM,EPC6,AMBI,176,30,176,30,1,pl,0,pl,pl,0,pl,0,pl,0,pl,pl,N,N,N,N,N,N,N,1,,,
755,3634,2016,5/15/2016,1,AM,EPC6,AMBI,140,100,140,100,NA,0,pl,0,pl,pl,pl,0,pl,pl,pl,pl,N,N,N,N,N,N,N,1,,,
755,3635,2016,5/15/2016,1,AM,EPC6,SORA,238,100,238,100,NA,0,0,wh,0,pw,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,,,
755,3636,2016,5/15/2016,1,AM,EPC6,SORA,152,200,152,200,NA,0,0,wh,wh,0,0,0,pw,0,0,wh,N,N,N,N,N,N,N,1,,,
756,3637,2016,5/16/2016,1,AM,RES1,AMBI,342,25,342,25,2,pl,pl,pl,0,pl,pl,pl,pl,pl,0,pl,N,N,N,N,N,N,N,1,,,
756,3638,2016,5/16/2016,1,AM,RES1,AMBI,284,40,284,40,2,0,pl,pl,0,pl,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
756,3639,2016,5/16/2016,1,AM,RES1,SORA,208,80,208,80,2,0,0,0,wh,0,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,,,
756,3640,2016,5/16/2016,1,AM,RES1,AMBI,130,100,130,100,0,0,0,0,0,0,0,0,0,pl,pl,0,N,N,N,N,N,N,N,1,,,
756,3641,2016,5/16/2016,1,AM,RES1,SORA,172,100,172,100,0,0,0,0,0,0,0,0,pw,0,0,0,N,N,N,N,N,N,N,1,,,
757,3642,2016,5/16/2016,1,AM,RES2,SORA,314,120,314,120,NA,pw,0,pw,pw,pw,pw,0,"pw, k",pw,0,pw,N,N,Y,N,N,N,Y,1,2 calling to each other? I can't tell for sure,,
757,3643,2016,5/16/2016,1,AM,RES2,SORA,280,40,280,40,NA,wh,wh,0,0,0,0,0,wh,0,wh,0,N,N,N,N,N,N,N,1,,,
757,3644,2016,5/16/2016,1,AM,RES2,SORA,230,20,230,20,NA,0,wh,0,0,0,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,,,
757,3645,2016,5/16/2016,1,AM,RES2,SORA,330,80,330,80,NA,0,wh,0,0,0,0,0,wh,0,0,0,N,N,N,N,N,N,N,1,,,
758,3646,2016,5/16/2016,1,AM,RES3,YHBL,NA,30,NA,30,NA,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
758,3647,2016,5/16/2016,1,AM,RES3,SORA,290,40,290,40,NA,0,0,wh,0,0,0,pw,pw,0,0,0,N,N,N,N,N,N,N,1,,,
758,3648,2016,5/16/2016,1,AM,RES3,AMBI,332,55,332,55,NA,0,0,0,pl,pl,pl,0,pl,pl,0,0,N,N,N,N,N,N,N,1,,,
758,3649,2016,5/16/2016,1,AM,RES3,RNGR,282,100,282,100,NA,0,0,0,1,0,0,0,0,0,0,0,v,N,N,Y,N,N,N,1,,,
758,3650,2016,5/16/2016,1,AM,RES3,RNGR,282,100,282,100,NA,0,0,0,1,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
758,3651,2016,5/16/2016,1,AM,RES3,SORA,320,60,320,60,NA,0,0,0,wh,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
758,3652,2016,5/16/2016,1,AM,RES3,SORA,48,40,48,40,NA,0,0,0,0,0,wh,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
758,3653,2016,5/16/2016,1,AM,RES3,SORA,48,40,48,40,NA,0,0,0,0,0,wh,0,0,wh,0,0,N,N,N,N,N,N,N,1,,,
758,3654,2016,5/16/2016,1,AM,RES3,SORA,308,50,308,50,NA,0,0,0,0,0,pw,pw,0,0,0,0,N,N,N,N,N,N,N,1,,,
759,3655,2016,5/16/2016,1,AM,RES4,YHBL,NA,NA,NA,NA,NA,v,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,1,,,
759,3656,2016,5/16/2016,1,AM,RES4,AMBI,352,60,352,60,0,pl,pl,pl,pl,pl,0,pl,0,pl,pl,0,N,N,N,N,N,N,N,1,,,
